货币名称,现汇买入价,现钞买入价,现汇卖出价,现钞卖出价,中行折算价,发布时间
美元,689,683.4,691.92,691.92,689.96,2018-12-11 12:16:32
美元,688.9,683.3,691.82,691.82,689.96,2018-12-11 12:06:39
美元,688.85,683.25,691.77,691.77,689.96,2018-12-11 12:04:16
美元,688.8,683.2,691.72,691.72,689.96,2018-12-11 12:02:17
美元,688.75,683.15,691.67,691.67,689.96,2018-12-11 11:41:21
美元,688.85,683.25,691.77,691.77,689.96,2018-12-11 11:35:28
美元,688.95,683.35,691.87,691.87,689.96,2018-12-11 11:34:12
美元,688.9,683.3,691.82,691.82,689.96,2018-12-11 11:33:07
美元,688.8,683.2,691.72,691.72,689.96,2018-12-11 11:32:48
美元,688.9,683.3,691.82,691.82,689.96,2018-12-11 11:32:18
美元,689.1,683.5,692.02,692.02,689.96,2018-12-11 11:29:06
美元,689.2,683.6,692.12,692.12,689.96,2018-12-11 11:28:48
美元,689.42,683.81,692.34,692.34,689.96,2018-12-11 11:27:19
美元,689.5,683.89,692.42,692.42,689.96,2018-12-11 11:22:49
美元,689.46,683.85,692.38,692.38,689.96,2018-12-11 11:21:01
美元,689.42,683.81,692.34,692.34,689.96,2018-12-11 11:19:24
美元,689.35,683.74,692.27,692.27,689.96,2018-12-11 11:18:58
美元,689.3,683.69,692.22,692.22,689.96,2018-12-11 11:18:25
美元,689.4,683.79,692.32,692.32,689.96,2018-12-11 11:16:24
美元,689.5,683.89,692.42,692.42,689.96,2018-12-11 11:13:22
美元,689.55,683.94,692.47,692.47,689.96,2018-12-11 11:12:32
美元,689.6,683.99,692.52,692.52,689.96,2018-12-11 11:12:08
美元,689.7,684.09,692.62,692.62,689.96,2018-12-11 11:10:53
美元,689.75,684.14,692.67,692.67,689.96,2018-12-11 11:03:13
美元,689.65,684.04,692.57,692.57,689.96,2018-12-11 11:00:24
美元,689.7,684.09,692.62,692.62,689.96,2018-12-11 10:59:15
美元,689.75,684.14,692.67,692.67,689.96,2018-12-11 10:58:35
美元,689.8,684.19,692.72,692.72,689.96,2018-12-11 10:56:21
美元,689.7,684.09,692.62,692.62,689.96,2018-12-11 10:54:08
美元,689.68,684.07,692.6,692.6,689.96,2018-12-11 10:52:33
美元,689.65,684.04,692.57,692.57,689.96,2018-12-11 10:51:28
美元,689.7,684.09,692.62,692.62,689.96,2018-12-11 10:45:31
美元,689.65,684.04,692.57,692.57,689.96,2018-12-11 10:45:10
美元,689.6,683.99,692.52,692.52,689.96,2018-12-11 10:44:56
美元,689.7,684.09,692.62,692.62,689.96,2018-12-11 10:44:46
美元,689.95,684.34,692.87,692.87,689.96,2018-12-11 10:42:14
美元,689.9,684.29,692.82,692.82,689.96,2018-12-11 10:36:53
美元,690,684.39,692.92,692.92,689.96,2018-12-11 10:30:00
美元,690,684.39,692.92,692.92,689.96,2018-12-11 10:30:00
美元,690,684.39,692.92,692.92,689.96,2018-12-11 10:30:00
美元,690,684.39,692.92,692.92,689.96,2018-12-11 10:29:46
美元,690.06,684.45,692.98,692.98,689.96,2018-12-11 10:28:12
美元,690,684.39,692.92,692.92,689.96,2018-12-11 10:27:17
美元,689.98,684.37,692.9,692.9,689.96,2018-12-11 10:26:58
美元,689.88,684.27,692.8,692.8,689.96,2018-12-11 10:25:58
美元,689.83,684.22,692.75,692.75,689.96,2018-12-11 10:22:05
美元,689.81,684.2,692.73,692.73,689.96,2018-12-11 10:20:48
美元,689.7,684.09,692.62,692.62,689.96,2018-12-11 10:19:58
美元,689.65,684.04,692.57,692.57,689.96,2018-12-11 10:19:39
美元,689.55,683.94,692.47,692.47,689.96,2018-12-11 10:16:05
美元,689.45,683.84,692.37,692.37,689.96,2018-12-11 10:11:41
美元,689.5,683.89,692.42,692.42,689.96,2018-12-11 10:11:19
美元,689.55,683.94,692.47,692.47,689.96,2018-12-11 10:07:21
美元,689.55,683.94,692.47,692.47,689.96,2018-12-11 10:07:21
美元,689.55,683.94,692.47,692.47,689.96,2018-12-11 10:04:47
美元,689.55,683.94,692.47,692.47,689.96,2018-12-11 10:03:52
美元,689.37,683.76,692.29,692.29,689.96,2018-12-11 10:03:49
美元,689.37,683.76,692.29,692.29,689.96,2018-12-11 10:02:54
美元,689.3,683.69,692.22,692.22,689.96,2018-12-11 10:01:28
美元,689.35,683.74,692.27,692.27,689.96,2018-12-11 09:58:36
美元,689.45,683.84,692.37,692.37,689.96,2018-12-11 09:56:44
美元,689.4,683.79,692.32,692.32,689.96,2018-12-11 09:53:34
美元,689.5,683.89,692.42,692.42,689.96,2018-12-11 09:50:34
美元,689.55,683.94,692.47,692.47,689.96,2018-12-11 09:50:14
美元,689.48,683.87,692.4,692.4,689.96,2018-12-11 09:49:19
美元,689.45,683.84,692.37,692.37,689.96,2018-12-11 09:48:03
美元,689.38,683.77,692.3,692.3,689.96,2018-12-11 09:45:38
美元,689.3,683.69,692.22,692.22,689.96,2018-12-11 09:45:25
美元,689.2,683.6,692.12,692.12,689.96,2018-12-11 09:43:55
美元,689.3,683.69,692.22,692.22,689.96,2018-12-11 09:42:48
美元,689.35,683.74,692.27,692.27,689.96,2018-12-11 09:42:41
美元,689.25,683.64,692.17,692.17,689.96,2018-12-11 09:42:23
美元,689.3,683.69,692.22,692.22,689.96,2018-12-11 09:42:13
美元,689.4,683.79,692.32,692.32,689.96,2018-12-11 09:42:06
美元,689.45,683.84,692.37,692.37,689.96,2018-12-11 09:41:42
美元,689.5,683.89,692.42,692.42,689.96,2018-12-11 09:39:31
美元,689.55,683.94,692.47,692.47,689.96,2018-12-11 09:39:18
美元,689.6,683.99,692.52,692.52,689.96,2018-12-11 09:38:31
美元,689.69,684.08,692.61,692.61,689.96,2018-12-11 09:38:12
美元,689.66,684.05,692.58,692.58,689.96,2018-12-11 09:37:45
美元,689.6,683.99,692.52,692.52,689.96,2018-12-11 09:36:31
美元,689.7,684.09,692.62,692.62,689.96,2018-12-11 09:35:48
美元,689.8,684.19,692.72,692.72,689.96,2018-12-11 09:35:32
美元,689.85,684.24,692.77,692.77,689.96,2018-12-11 09:35:23
美元,690.05,684.44,692.97,692.97,689.96,2018-12-11 09:34:45
美元,690.03,684.42,692.95,692.95,689.96,2018-12-11 09:34:11
美元,690,684.39,692.92,692.92,689.96,2018-12-11 09:33:37
美元,690.1,684.49,693.02,693.02,689.96,2018-12-11 09:33:06
美元,690.15,684.54,693.07,693.07,689.96,2018-12-11 09:32:03
美元,690.1,684.49,693.02,693.02,689.96,2018-12-11 09:31:17
美元,690.2,684.59,693.13,693.13,689.96,2018-12-11 09:31:12
美元,690,684.39,692.92,692.92,689.96,2018-12-11 09:29:42
美元,690,684.39,692.92,692.92,689.96,2018-12-11 09:29:38
美元,690,684.39,692.92,692.92,686.93,2018-12-11 09:23:45
美元,690.1,684.49,693.02,693.02,686.93,2018-12-11 09:23:35
美元,690.3,684.68,693.23,693.23,686.93,2018-12-11 09:23:29
美元,690.2,684.59,693.13,693.13,686.93,2018-12-11 09:23:24
美元,690,684.39,692.92,692.92,686.93,2018-12-11 09:23:17
美元,689.8,684.19,692.72,692.72,686.93,2018-12-11 09:09:31
美元,689.8,684.19,692.72,692.72,686.93,2018-12-11 08:33:40
美元,689.8,684.19,692.72,692.72,686.93,2018-12-11 08:33:33
美元,689.8,684.19,692.72,692.72,686.93,2018-12-11 07:50:28
美元,689.8,684.19,692.72,692.72,686.93,2018-12-11 06:50:27
美元,689.8,684.19,692.72,692.72,686.93,2018-12-11 05:30:00
美元,689.8,684.19,692.72,692.72,686.93,2018-12-11 05:30:00
美元,689.8,684.19,692.72,692.72,686.93,2018-12-11 05:30:00
美元,689.8,684.19,692.72,692.72,686.93,2018-12-11 00:55:53
美元,689.8,684.19,692.72,692.72,686.93,2018-12-11 00:00:05
